id	summary	text	category
310	The Best	This is the best SDHC card I've ever owned. It has a guarantee of minimum transfer rates. show me another company that does that!!Get one, you'll be glad you did.	0
311	Total Nonsense! It's been malfuntioning from very first day!	What a disappoinment!I like Magellan RoadMate 5045-LM 5-Inch Widescreen Portable GPS Navigator user friendly interface.However, It's been malfuntionin from the very first day of operation.First day, It was displaying wrong side street names but I thounght that was temporary.After using about two weeks, this device has gone to out of control whis is not showing side street names except major street names.I was informed that magellan GPS has been changed to TELE ATLAS MAPS from NAVTEQI should be careful about that warning!I am returning this unit because this unit no longer shows side street names except major street names JUST IN TWO WEEKS OF PURCHASE!Very disappoited!	1
312	A nice unit that I would recommend.	I've owned this for almost 3 months and am very happy with it.  The 4 backup/surge and 5 surge only outlets are more than adequate for my needs.  Input/output voltages, battery charge, etc. can be accessed through the LCD screen or the software that's included.  The software also allows you to schedule when the system will turn on/off as well as several other things.  The only negative I found is that the outlet spacing doesn't accomodate power supplies.  I got around this by buying some  power cord extenders.  All in all a nice unit that I would recommend.	1
313	After 2 years of use review	Have used it for a couple of years now and can safely say it is very reliable and sturdy. It has been in my backpack all this time which gets rattled a lot. Access speeds are very good too.	0
314	Low profile is a huge plus	I've had accidents that left USB ports in my laptops only semi usable so the form factor was the major consideration for purchasing this adapter. This tiny adapter hugs the laptop so closely that it's virtually impossible bump it or knock it out of the port. I use Linux so I can't evaluate the wizard software. I had no problem connecting to an Edimax DSL modem. I would expecft it to work equally well with Netgear and Zoom but I haven't tested those combinations yet.Likes: sizeDislikes: haven't found a way for it to coexist with existing B/G hadware (yet)	1
315	Nice features, but mine hang too often.	The title says most of it. I bought two of these almost two years ago, one for work and one for home. I primarily used them to connect a keyboard and mouse to a Lenovo Laptop. From day one I had problems with the hub seemingly going dead - the key board or mouse would just quit in mid-click. We had 6 of these Lenovos at work, and our, since we build USB devices we quickly discovered the Lenovos were slightly off the USB spec in several ways. This made me cut the hub some slack, even though my USB devices did work better when attached directly to the Lenovo.A few weeks ago the Lenovo died and I replaced it with an Asus. To my annoyance, both my hubs still go dead. I'm off to the store now to try some other brand.Except for the dying thing these hubs are not bad. The purple light is pretty with the silver finish, and the price was OK. The Power brick is quite weak - trying to charge my phone takes 3x longer on the hub than with the phone's charger. I would not try to run a USB hard drive through this hub.I'm giving it 3 stars instead of 1 or 2 because both hubs are still (almost) working after 2 years. That's better than a lot of cheap electronics these days.	1
316	mini softbox	I use a speedlight on a stick using the Fong Snoot and cloud dome as a mini softbox to add just a bump of light. It works well.	0
317	Great Case	This case is perfect for my kindle and keeps it protected when I want to throw it in my purse or backpack. Good quality product.	0
318	Ultimate Universal Notebook Charger by Emerge Technologies!	"I was a little skeptical when deciding wether or not I wanted to try this product when it was offered to me through the Vine Program.  There were so many negative reviews or reasons why it didn't work, different models it would work with and one review specified Sony, which is the type of laptop I own.  We actually own TWO Sony Vaio laptops and when my charger went last month, I was surprised to find out that it would cost me almost $80.00 to replace it with a genunie Sony part.I'm more than happy that I took the chance.  This gives new meaning to the word ""Universal"" and I have to say that I can't agree with the other reviews that claim it doesn't work with a Sony or Dell or HP.  The fact of the matter is, it works with all three. How do I know? I tried these adaptor tips on our two Sony laptops, our parent's HP and our friend's Dell. ALL fit perfectly!  Each piece had a snug fit and connected tightly to the other, but not too tight that I couldn't interchange them with ease.The next thing I love is the retractable cord.  You give it a slight tug and it goes in, pull it out to the desired length, stop and there it stays! I couldn't be more pleased with the results of this product!So, before you spend anywhere from $60.00 to $100.00 for a genuine part, I highly recommend this sturdy, compact and lightweight cord. It does the job and has continued to work with my laptop since I took it out of the package.Oh and it comes with a really nice black bag to put the charger and adaptors in when it is not in use! A value for the quality of the product! I hope you have the luck that I did. Sony users don't be afraid to purchase this charger! It worked with the two different Sony Vaio notebooks that we have! As I was just now reading some of these reviews, I couldn't believe we received the same product."	0
319	Terrific New Mouse from Microsoft	"Microsoft's new Sculpt Touch Mouse is a terrific product.  I am normally an Apple product user, but I was struck by what a great product I found in this mouse.Firstly, the bluetooth functionality worked with all my Macs I tested it on as well as a Dell notebook I tested it on.  Now, you won't want to move it between computers probably because un-pairing is always a hassle with these devices, but it should work on just about any bluetooth compatible computer right out of the carton.  You will need bluetooth capability in your computer because the mouse does not come with a dongle for the computer.Once you're up and running, both under Windows and Mac, the mouse works great.The mouse solves the problem of a roller ball or scroll that can get gummed up and cause trouble down the line.  This uses a virtual scroller. However, it gives you ""feedback.""  You can feel something rolling inside the mouse, so while a physical wheel is not moving on the exterior, you still get that valuable feedback of ""feeling,"" the scroll, to make your computer use more comfortable and predictable.The size of the mouse is quite small and has a great shape.  I could have used the mouse being just slightly larger for my hand.However, overall, this is a terrific product.  Well done Microsoft!  Oh, one more bonus, it takes AA batteries or AA rechargeable batteries so you don't have to worry about plugging the mouse in when it goes dead."	0
320	kinda works ok......	Probably better to just pay more and get something of a higher quality. The one I received came with a power chord or connection didn't work, so I had to open up the computer and plug in the drive that way anyways.	1
321	Bad TCL support	My TV came with missing screws. I contacted TCL support to see if they can send me the missing screws. I was told to call a second number with a case number, but the people at the second number haven't picked up.Edit:If someone can tell me the screws needed for the TV, I could just buy them at a hardware store, but this information seems to be impossible to find.	1
322	Price is right, just check your configuration first!	Black powder coated metal disk drive adapter? Check. Good construction? Check. Excellent price? Check!What's not to love? You can only mount your SSD from the bottom screws and not the sides. That means that if you need your SSD &#34;suspended&#34; above the adapter plate this one won't work for you.It turns out that I couldn't use this adapter in my configuration for that reason (got a Silverstone Tek instead) but that's not to say this is a bad adapter. On the contrary, it's very ruggedly built and I suspect that it would look good in a transparent case as well, if you are in to those sort of things.Overall, I like it and I won't be returning it - I know I'll have a use for this adapter in some future installation. :)	0
323	Great if you have a super quiet car	This was really easy to set up and connect to my LG phone.  Unfortunately, I have a 2004 Honda Element and that's an SUV where you really hear the road noise, especially at 40 mph and faster.  I can hear the speaker okay if I listen closely, but the person on the other end of the call can hear the road noise and they'll have trouble hearing me.  Also, the visor in this SUV is farther away from me compared to when I'm in a sedan, and that adds to the problem, the mic is too far from me.  In this vehicle, I can't use this speaker phone - and I think that if you have a car where the road noise isn't a problem but you often have the heat or air conditioning on full blast, it'll be a problem then too.  I'm waffling between 3 and 4 stars for this product, but I think background noise is a problem of the car and I don't know what a speaker phone could do to minimize it on the other end of the call.For the right car where there's not too much background noise and the visor lets the mic be closer to you, this is a nice option.  However, it isn't for me.	1
324	Great solution for HP touchpad...Works with touchstone charger...	Great fit for an HP touchpad.  Works with the touchstone charger with no problems.  This is a great deal for the price.  It looks nice and feels good.  Has built in magnets and a snap to keep it closed.  The stand works well and has a variety of angles.  It does add a bit of thickness to the touchpad but it is a fair trade off for a little protection.	0
325	No email support for Gmail/Ymail. Requires DNS or hosting for most other functions.	I bought this on deal so I bought 2.  I have an Ethernet Pan/Tilt camera but thought these would be cool to Place away from my router. Instructions are poor and I admit I did not call the 24/7 support just because a little look on Trendnet website answered my questions and these don't fit my needs. I could not recommend this unless someone knows exactly what it will and will not do.  I'm dumb and not super tech savvy so here we goPros.1. Works to View from PC on your home network.2. If you already have a server, DNS and compatible email account it is a good price point.3. 36 month warranty. IDK about service though could be life saver or worthless...4. CheapCons1.Does not support free webmail. No Gmail or Ymail. If you know a free reputable webmail service that works with these please say so in comments.2.Requires paid DNS service and a host server to view from outside your home network. Again if I am wrong let me know. I don't' even know what this is. I'm dumb.3.Android app is poor and has never seen an update. Seems to be abandoned. Also requires hosting.4.Requires ethernet cord for setup but does not include one.5.Camera gets and stays hot. Probably a bit of a juice hog to run 24/7.	1
326	Ingenious Product	What can one say about an ingenious product from a top innovating camera maker company like Canon. It is not nice to go repeat the features of it but now I carry it with me almost in my pocket wherever I go. Clear HD pics and vids, blue tooth connection - even though I haven't used it yet to direct print or transfer data into my computer, an ELPH 1000 stayed with me for years and I expect this one to continue for the years to come	0
327	Inexpensive and has good features	"I purchased a 2013 13"" MacBook Air.  I spent a good chunk of money on this laptop and and would like to keep it for five years.  I did not have any sleeve for the macbook that work provided me.  It got kind of beat up.  It would fly off the seat of my car if I stopped in a hurry.  And I dented the corner when a cheap messenger bag strap broke and it hit the ground from waist high.  So I decided I really should have a sleeve that would serve multiple purposes: cushiony in case I drop it, and non-metal and grippy to prevent sliding and/or slipping out of my hands.  The zipper feels like it is metal but it is doesn't have sharp edges; it is dipped in paint.  And there is a foam bead on the inside of the top to keep the zipper from touching the laptop.  All in all I am very happy with this sleeve.  No frills and priced right.  It deserves to be a #1 seller."	0
328	Great Deal	Great deal and with the Prime shipping it was a real steal for under $20. Just plugged it in and the computer saw it automatically brought up the registration screen... filled it out and then popped in a dvd... so slick	0
329	Very good HTPC keyboard/touchpad	"The SMK-Link Wireless Ultra-mini Touchpad Keyboard (long name for a small keyboard), is a well made, great sized, and generally very functional keyboard/touchpad that is very good for HTPC use.The keypad measures 5.25"" x 3.7"" x 1.3"" and weighs &lt;7 oz with batteries. The touchpad area is about 1.7""w x 1.3""h. The device is well balanced, since one AA battery goes into each side via slide-open doors on the bottom. There is a sort of bulge on the bottom left and right that make nice hand grips. However, it makes the unit difficult to balance on the arm of my futon. A sofa with wider, upholstered arms would likely not have this issue. To the left of the touchpad is a directional pad that, with a Function key, also provides PG UP/DN, HOME, and END functions. To the right of the touchpad is a keypad that provides PLAY/PAUSE, JUMP FWD/BK, and STOP functions. A full keyboard (minus F1-F12) takes up the bottom half of the top face, with handy Vol. UP/DOWN and Mute keys. The numeric keys have alternate functions when the orange Function key is pressed. Mouse buttons are located where trigger buttons on a game controller would be found.Here are some pros and cons I observed while using this keyboard/remote with my home-built HTPC daily for the past month.PROS:Nice balance. The battery on each side gives the keyboard a nice balanced feel.Has all the keys I ever use, and a Function key provides alternate uses for some keys. I don't ever use F1-F12 on my HTPC, so the omission isn't a problem for me, but it might be for other people.Trackpad has a great smooth operation. There is no separate driver for this keyboard, so the built-in Windows 7 driver provides all that buttery smoothness of motion.Love the location and functions of the keypads straddling the touchpad. I have another HTPC remote that lacks a STOP button, which is its main weakness, but this SMK-LINK has STOP, and I love it.Great range. All my other keyboard/remotes for the HTPC are marginal at 12 ft., but this one operated a floor away and across the room. Killer performance.LEDs for Caps Lock and Function lock.Storage dock for USB dongle.CONS:No tap to click. This drove me a little crazy. I use laptops regularly, and you can always tap on them for mouse click. I couldn't get taps on this touchpad to register. If anyone else has been able to do so, please post a comment on the review and let me know how to do it. Anyway, the left and right mouse buttons are easy to use, but even after a month, I still want to tap that darn trackpad. I always do it, then proceed to click the mouse button.Keys are a bit too stiff. Only a little bit. It makes typing a bit error-prone for me. I have tiny hands, so the tiny keys were not a problem for me, but if you have large man hands, you may have some trouble typing accurately (just like with a smartphone keyboard). Another household user found the key stiffness to give a ""just right"" resistance that helped reduce errors.Touchpad is a bit small. Because of its sensitivity, it still lets you navigate the screen pretty easily, though a 55"" screen takes several full swipes to get from top to bottom. It also makes using multi-touch gestures (like pinch) difficult."	1
330	Works great but plastic wire holder broke	This Surge Protector works great. The only problem is the wire holder at the ends that holds the cords. It broke after plugging in the third wire. I decided to live with the problem since it works but I would have liked it to have remained intact.	1
331	Very Good!!	I was trying to check for something to try on my new Lenovo laptop which don't know why came back from service center with advices that In-built intel centrio 2230 wifi unit might now wok well with my belkin router.Even though the box does not say support for windows 8 (I ordered it as unable to find it online), it work very well out of the box on Windows 8.Solved my problem.	0
332	Great Replacement!	It works perfectly with my Sony Bravia flatscreen TV. It's a duplicate of the original. Good buy too. X X	0
333	Excelente	Este es un muy buen producto, funciona muy bien en reuniones con mucha gente, la calidad de sonido es muy buena, no consume muchas baterias. mur recomendable	0
334	One Sheet	I bought this product and  a Tech Armor Iphone of a friend, I set the sheet on the screen around January and the protection still looks like it is working well. Beside this, I want to add the customer service works amazing, I contact them regarding an issue with the Tech Armor for Iphone and they sent me a replacement of their product right away (2 business day). It is great to buy from this company with exceptional customer service culture.	0
335	It is pretty good.	My 05 CRV has a CD and a tape player, but no audio in.  I thought about purchasing a radio transmitter to compensate this problem so that I can play music from my phone.  Well, radio frequency always gets interfered by other frequencies and I really really dislike the quality. This is the first time I've ever used a tape adapter. It simply exceeds my expectation... the sound is stunning for me (maybe it's b/c I was so sick of the FM transmitter).  Most of my mp3 files are at 320 kbps (as opposed to the CD files that are at 800 kbps minimum).  I could hear no difference.  There might be some statics if you turn the speakers up; however, I am really really glad with this alternative.	1
336	Ok but less storage than I expected.	This USB stick works fine for both large and small files. I was disappointed that the size on my machine is 28.8 GB. That is smaller than the 30 GB that I expected. It was less cost, so I guess that evens things out.	0
337	Best burner I've ever had!	I've owned 5 CD burners, three of which lasted less than two weeks. Those three were 'bargain' brands, which led me to finally invest in this one, which I had heard was one of the two best ones available (the other one being the Plextor Plexwriter). Well let me just say I'm not sorry I went with the TDK. For reference, my system is a self-built AMD Athlon 1.2 ghz. with 256 megs of ram and Windows 98. I am using it in conjunction with a Creative 52X CD drive. I installed each on a separate IDE channel and the first thing I did after installation was do a 12X Music CD copy directly from the Creative to the TDK using a Maxell 80 minute CD-R Music CD. This burner flies! I didn't time it, but I left the room for a couple minutes and when I returned, it had already finished! I was skeptical, so I took my newly burned CD out to my stereo and it played absolutely perfectly from beginning to end. It was indistinguishable from the original. Installation was easy and I never once looked at the manual, although if you've never installed one before, the manual appears to be complete and should get you through okay.The burner's blue tray adds a subtle beauty to my system and really makes it look pro-built. It comes with great software too, including Ahead Nero 5.5, TDK Digital MixMaster, InCD CD-RW Packet Writing Software, and Adobe ActiveShare. Nero, while not quite as user-friendly as some others, is the most complete set of tools I've seen come with a burner, and is fairly self-explanatory once you've fooled with it for a bit. And of course the TDK also comes with Buffer Underrun Protection. I can't think of a thing that would cause me not to recommend this fine product. It's super-fast, well-built, reliable, easy to install, and easy to look at. If you want professional results, this is the one to get.	0
338	no protection.	Although the case is nice to look at, it offers no protection if your ipad is dropped. Does not protect corners or critical edges.	1
339	Slim and very quiet keyboard	I spend my days on conference calls taking notes while I talk.  My keyboard must be both quiet, fast and have a small footprint in tight spaces.  This is it.  I've replaced all my old, clunky keyboards (5) with this model.	0
340	Expensive, but it's nice.	I've had it for a week and been shooting on my D700.  It is awesome at 2.8 and very sharp.  I have a lot of lenses at 2.8 and nothing nearly as sharp as this lens.  Saturation is great and focus is super quiet.  Used it on my D7000 for a bit and didn't feel any more off balance than with my d700.Pros- very sharp- solid build- fast, quiet autofocus- bokeh looks awesome- saturation is greatCons- expensive- solid build = heavy	0
341	I'm impressed, but...	This looks cool.  I'll admit, that's the only reason I bought it.  It's the size of a house key, and goes unnoticed on my keychain.  The build quality is not quite what I was expecting.  What you have here is a very thin stamped metal sheeting covering the internals--in other words, not very durable, but looks the part.  There is also a very flimsy cover that goes over the tip of the key.  I'm not sure if it will hold up over time, but it has stayed in place the two days I have owned it.	1
342	It's neat!	Setup took me ~5 minutes, it was incredibly easy and quick.There are complaints that the Chromecast doesn't work on certain routers and such, I suppose that it is a hit or miss. However, if it does end up working for you (which it most likely will) then you're golden.Let me say that my most used apps are Netflix and YouTube, which makes the Chromecast ideal for my set up.People will complain that the Chromecast doesn't do everything; obviously it doesn't. But for $35, it does A LOT.Devices such as the Apple TV and the Roku will in fact do more with much more developed app support.But let's just remember how long those devices have been out in comparison to the Chromecast.Give it time, the Chromecast will catch up.Suffice to say, the Chromecast is in its infancy. It has been out for roughly 6 months now, and not much has changed.Yes, a recent update brought a bevy of new apps, but in many ways, the Chromecast has not changed much.But that doesn't mean that the Chromecast is bad--if you take away anything from my review it's this: The Chromecast WORKS.As far as actual performance, your mileage may vary. For me, I have a pretty good internet connection so streaming is pretty good. Buffer times are good and the displayed content will switch from 360p to 1080p fairly quickly.Quite honestly, this was one of my favorite purchases of the year. It's something that I can see myself using for a long long time.	0
343	Bought it because it's a Pelican	I originally bought this to keep small electronics in when I travel.It's purpose evolved to now it's THE case for my Bosch laser measuring device.Bosch GLR225 RT 230 ft Distance MeasurerIt fits perfectly!	0
344	Very good camera for the price	I purchased this camera to take with me to Iraq while deployed.  I wanted something that would fit in my pocket, have good zoom capability but was fairly inexpensive.  This has been a terrific little camera.  I let my 11-year old son use it before I left and he took some terrific photos with it.  I'm really surprised at the One- and  Two- star reviews stating they had fuzzy pictures, etc.  He and I have had no problems.  It does have a slight lag in the auto-focus, which is pretty much an issue with all point and shoot digital cameras, that's why I rated it as a 4-star.  But what do you expect for a little over $100.  If you are shooting scenes with lots of motion, sports or kids moving, etc., a point and shoot is the wrong camera anyway, you'll need to move up to DSLR to be happy.  When I return, I'll pass this camera on to my son and I'll be confident knowing that he has a good, relatively inexpensive camera to help capture his memories.	0
345	Good balance of features	I just picked up my first really long lens - 70-200 2.8 nikkor and have woken up in a new world as far as storage goes.  Between air travel and enjoying outdoor photography I want a backpack - no reason to have a tack sharp lens to walk around town - you want to take little photo-safari's.So I'm reading about a lot of packs - some from naneau pro look nice but they're not in stock and not carried at local dealers.  Lowe pro has some good ones too but the ones they have big enough for a longer lens are either too big or don't have a laptop sleeve.The Tenba bag is a big bag - you watch the video and it looks pretty small.  The thing that hits me is that the insert is equally tall all the way around - obvious if you want to carry two bodies, but I only have one body and would like to carry something besides camera stuff in my bag for travel - I like to go light and carry everything on.  This thing won't go under the seat and I'm concerned about being tagged with two carry on items as large as this thing is.It's going to be a challenge to fit this in a turbo-prop overhead but you can use the compression straps to slim down the top of the bag if you remove one of the vertical ribs and turn that horizontal.  The point is that this bag is so wide that I can turn my camera with 20-700 mounted horizontally and make the top of the bag mine for stuff.  Hopefully that will help me fit it in the overhead.  Fingers crossed, cause I'm not about to check $$$$$ worth of camera and computer equipment.You know, there is no perfect backpack that I've seen.  It seems like at this size, everyone assumes you are going to have so much crap that you're going to dedicate your bag to photography alone.  For those of you like me that want something non-descript to avoid the watchful eye of thieves, have enough space for gear and more, have some weather proofing options and some really nice waist belt padding (which as a long-time hiker is really appreciated) - you're going to have a hard time finding a better option.Four stars for matching my needs, but five stars when compared with what else is out there.Good luck!	0
346	Cute, works well, but TINY!	First of all, this flash drive is adorable! It's so tiny and comes in bright colors!It was so cute, I wondered if it would really work? To my surprise, it worked beautifully! No troubles at all.My worry is twofold: One, the contacts are constantly exposed. There is no cover to protect them so I question how long it will last. Two, it is so SMALL! I've been putting right here on my desk and I've already lost it twice among the normal desk clutter!	1
347	Works great for a backup	These batteries work well for a backup to the stock Powershot SX50 battery that comes in the camera as the charge does not last nearly as long. Charging from empty to full takes about 4 hours, which is normal but still inconvenient. We will see how long they last.	0
348	screen protector	Great anti glare screen cover. Goes on super easy and there is no glare. I recommend it highly even though I have a protective case.	0
349	Works Fine	I had a problem getting the proper software and drivers to install the unit.It would have been easier if the software was included.	1
350	Must have for gopro hero3	always had spares for my other gopro (wasabi brand also) so went with these when i got the hero3. Definitely great quality again, and you really need these more as hero3 doesn't have as good battery life as the previous.external charger is a must have to easily cycle batteries, and be able to charge without having to keep gopro out of the case. great price as well.	0
351	Good quality	I'm very happy with this cable. I wanted one of this since I have my MP3 player and a car radio with AUX IN. It's made of good materials and it has awesome quality audio output.	0
352	Cannon Powershot ElPh 115 16MP Digital Camera	My daughter really like her cameral, she's been asking for one for sometime, her favorite color is blue and the handling of the camera is easy for her.	0
353	It makes me feel like I am a real Photogrpher, get it and you will love it.	I can't get over the fantastic sharpness, near perfect exposure, this Camera provides in AUTO setting.  A true &#34;Point and Shoot&#34; and I am just beginning to understand all, well most, of the Functions.  Don't let all the Whistles and Bells Scare you, if you are just wanting to take pictures of friends and family, you will look like an expert.  You may become addicted and really get into what all this Camera can do, even at long distances it is incredible.  I have shots of a nesting Bald Eagle from 200+ feet where you can count feather and pick out the smallest detail.  The Camera will take a huge 32 Gb card but an 8 Gb is plenty,  just be sure it is a fast one like a SanDick Extreme HD Video.  I also purchased the Two Pack Battery and Charger Kit which was an excellent choice as it is small and works well.  The Case (none comes with the Camera, Booo) which is listed in the &#34;Buy Together&#34; really doesn't fit the Camera well.  While it is well made, It is a tight and awkward  fit and made worse by the Neck strap, you may look at my review, I'm looking for a replacement.	0
354	Picked this up as an extra power supply and it has been working like a charm	Reliable and has been in pretty much constant use since I got it and it works.  What else needs to be said?	0
355	Quiet as a mouse	This is thin and mouse quiet and keeps my notebook cool.  I like how thin it is as it fits into my notebook case as well.  Using it I could not hear any noise from the fan and I like the USB plug since it allows me to keep the USB port available for other devices.  I highly recommend this product especially if you have a notebook or laptop that gets very warm.  The size is perfect for a 15 inch notebook.	0
356	Works Perfect for me.	Not sure why everyone says it doesn't work.I mainly used this on my iPhone 4s for mirroring the screen and also for watching movies in hotel rooms on trips.I have also used this on verison 1 iPad.  It won't mirror the screen until you jailbreak it, which I did.  It does play movies though without jailbreaking.Great way to watch movies on the TV and charge your phone.Only complaint is that the connection is larger then a normal power cable.  See picture I posted.  So you might have to take your case off to use.	1
357	Just what I was looking for!	I ordered this sleeve - because I was looking for something that I could put my iPad into when I carry it around with me in my purse / bag. And this sleeve is perfect. I like the way it looks and feels, and the iPad fits snugly in it.If you are looking for something that will hold your iPad and just that (nothing else is gonna fit in there!), then this is just the perfect thing for you!And yes, there is a little cardboard (?) thingy that comes in with this sleeve that makes a stand .. I wasn't expecting it (I guess I didn't read the details much) but its ok.. nothing great...	0
358	Great value	"This is my 1st experience owning a LCD screen other then a cell phone. I prefer Plasma however plasma screens aren't made smaller then 42"". The contrast and color isn't as washed out as I had thought it would be. Gaming looks good play ""WoW"" often, its light and easy to move and set up. For it's size and quality I couldn't find any better in this price range (B Buy had a sale for $250 in Sept 08). The black finish makes the room appear more sophisticated and clean. I'm also a big fan of the blue power light vs the traditional green."	0
359	Always a Logitech Mouse	I like the way a Logitech mouse feels in my hand. The fit, the weight, the way it slides on the mouse pad. This is the forth Logitech mouse I own and all of them just felt right. The reason for 4 stars is the Setpoint Software. You will get an error message after a few minutes and then the Setpoint Software shuts-down. I uninstalled the software and just use the Windows XP drivers. The only thing the Setpoint Software shows you that the Windows Control Panel can't is the battery level of the mouse. All the other mouse options can be set in the Control Panel / Mouse settings. When they update the software I might try it again but for now it works great and have no issues with the mouse.	1
360	Garmin Zumo 350LM bad software some quality issues and crappy screen	I have had my unit for 6 months.The second time I used it in the car cradle the socket broke. I have owned numerous Garmin and this has never happened before. The cradle piece was replaced by the store but they made me pay for shipping(which was almost as much as the cradle). When I got the new cradle it doesn't fix properly and will fall out if you move it down.A couple of weeks ago I was using the 350LM in my car on my way to Indianapolis from northern Michigan. It directed me via Detroit even though I-69 was 10 miles longer but more direct. No options for alternate routing. On the way back the unit froze at 80% at least 6 times when calculating the route home. Frustrated I finally just used my smartphone and Google maps. When I got back I contacted the store and he suggested it had to do with avoidances. I removed all and it still froze up at 80% when calculating. At this time the only way to use my unit is to put it in car mode. Motorcycle mode will freeze at 80% every time. This is bad software and obviously others are having same issue since at least last year. Why doesn't Garmin fix this software problem?Issues summary:- poor plastic molding breaks easily- poor plastic tolerances creating bad cradle fit- GUI screens you can't fully customize- software freezes when calculating routes- screen is not visible in bright sunlight.- no screen contrast adjustment- you have to go from map to main menu to adjust volume	1
361	Clip broke	Great little player if you want something small for the gym or whatever, but the clip broke and I just threw in a drawer somewhere.	0
362	Cannot tell the difference	I bought this for my new HDTV  and let me tell yah it's no different than the expensive Monster cables you see at BestBuy.	0
363	NIKON WIRELESS SHUTTER RELEASE REMOTE	No instructions for specific camera, however, was able to find on internet what to try and eventually found item on camera menu to make it work.  Works great!	1
364	garbage	This doesn't even rate a star but this forum forced me to choose at least one!  It is pure trash with the worst headset ever.  Literal translation from another language doesn't translate into understandable English.  It doesn't work on any level and is a total waste of money.  Didn't find out these reviews when I ordered it otherwise I'd still have my money!!!!!!!!	1
365	Fur lined and too tight.	This cover is far too tight for the Macbook Air. The zipper is eventually going to damage the finish on the Macbook Air. The interior is also made out of a (hopefully) fake fur. The iPhone pocket is also lined with the same fur. Fur = Not good for electronics.	1
366	Marumi Circular Polarizer	So far, it meets the expectation. No sticks to the lens and hard to unscrew it as some reviewers wrote.	1
367	As advertised	I usually don't have a need for a cable this long but wanted to be able to plug it in while on the bed, the outlets are quite a bit away.  Worked good.  Quality looks good.  Price was great.	0
368	First Rate	Its getting real boring say the same thing over and over. First rate on service and first rate on quality.	0
369	Works great	Works great and feels solid.  I'd buy again if I needed another.  The only gripe is that the plastic on the small end is chunky but chunky = quality and it's just small enough for my use so no problems.	0
370	Reverse ring	OMG, I took a penny, put it on my kitchen table, took a picture it's so close you can see Lincoln inprint on the penny, you can see all the details, freakin insane. I like this one a lot, if you want to get up close get one of these for your camera.	0
371	Surprisingly Easy!	Easy to use, yet packs in a complex set of tools that will keep a master busy for years to come. Keep in mind, this is the complete version and comes with numerous extras that you do not get with the download only version. Corel has once again changed the paradigm in a real graphics interface. There is simply nothing else like it on the market.	0
372	Too Slow and Noisy for the Price	Comparing this camera to its smaller sibling the HX20V which has the same sensor but lacks a viewfinder, this big brother is supposed to be better right? This is why it is much more expensive. The fact is that it is only mildly better. I was very disappointed to discover they did not included a faster processor to reduce the annoying lag between each picture taken. We are talking about waiting anywhere between two to three seconds before you can take another photo. That is an eternity for any camera let alone a camera in this price range.The quality of the viewfinder is just mediocre, when the camera detects your eye it take a whooping two seconds to switch from LCD to viewfinder mode, that is an eternity when you are shooting fast action.On one hand this camera offers an easy way to shoot with a 30x zoom but if you are a pro I doubt you will be happy with the resulting noisy images. I tested the camera at noon in a snowy landscape and the noise was unacceptable compared to any other camera.There is one major design flaw. the power button is not recessed enough so the camera keeps turning itself on inside the bag hence extending the telephoto lens and getting jammed, this will most certainly damage the camera after a short while.	1
373	Very dark and not a smooth mount.	I understand how ND filters are supposed to work and have them in other sizes by other manufacturers. This one is just way too dark and not threaded properly. Waste of money!	1
374	Good router, good price, no problems	After using Linksys routers for a while now, I bought this for use in my dorm room. I had two computers and about 5 or 6 mobile devices connected to it with no problems at all, although that might be due to the extremely fast internet at my school. Still, I didn't encounter any problems with linking my devices or setting up the software, and even the guest network worked pretty well-something that tends to be a problem with a lot of routers. If you're looking for a medium level router, then this one won't do you wrong.	0
